Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Average slary,Min slary,Max slary,age,python,R,power bi
Data Analyst,"Data Analyst

Job Details
Job Location
Yakima - Yakima, WA
Position Type
Full Time
Education Level
Bachelor's degree
Salary Range
$58,900.00 - $73,600.00 Salary/year
Job Shift
Day
Job Category
Information Technology
Description
Who is Comprehensive Healthcare?
Comprehensive Healthcare provides innovative behavioral health and integrated healthcare services to clients of all ages. We take pride in our creative and collaborative work environment and in delivering clinically excellent, trauma-informed, recovery-oriented services.

What are we looking for in a Data Analyst?
As a member of the Information Services department, the Data Analyst supports Comprehensive’s technology and business initiatives by coordinating the collection, storage, and utilization of essential data. This position will work closely with leadership and other staff to determine data needs for specific projects or ad hoc requests, and then gather, interpret, and present the information to the team. The work of the Data Analyst will impact day-to-day clinic operations as well as business decisions, so a high degree of accuracy, thoroughness, and timeliness are essential. Previous experience performing data analytics in the healthcare field is required. The Data Analyst will work on-site in our Yakima office.

Data Analyst duties may include:
integrating data from internal & external sources and performing extract, transform, and load operations to data in various applications
analyzing data to identify and interpret patterns or trends in data sets
performing data audits to identify problem areas & implementing strategies to optimize data integrity and process improvements
assisting with the design & implementation of database warehouse structure and developing standards for the design of data elements
supporting the implementation, testing, and validation of data & software systems
assisting with ongoing data architecture processes & governance
providing Tier II technical support to employees
documenting all work as it is completed
Qualifications:
Bachelor’s degree in computer science, data analytics, or related field
Three years of experience with data analysis within the healthcare industry
What Comprehensive Healthcare Can Offer You
Training and Development
A variety of career opportunities in a wide range of settings with room for mobility and promotion
Regular training opportunities including support, supervision, and consultation in implementing evidence-based services and programs
Innovative Program & Services
A strong reputation for providing quality, evidence-based services within a collaborative multi-disciplinary team environment
Innovative, forward-looking leadership that seeks to thrive in an ever-changing healthcare environment
Joint Commission-accredited organization committed to continuous quality improvement
Established partnerships with major research universities and other community and healthcare providers to implement cutting-edge treatment programs and services
Excellent Benefits
Competitive salaries within our communities and industry
Healthcare coverage for employee and qualified family members
Generous vacation, paid holiday and sick leave policies
Access to Employee Assistance Program services
Agency-funded retirement plan with contributions equal to 5% of compensation
Additional retirement investment opportunities with a 50% investment match of up to 4% of compensation
Agency-funded life and disability insurance program
Equal Opportunity Employer
Comprehensive Healthcare is proud to be an equal opportunity employer. We do not discriminate based on race, sex, age, color, religion, national origin, sexual orientation, gender identity or expression, marital status, veteran status, disability status, or any other basis prohibited by federal, state, or local law. We value the diverse perspectives and strengths that our employees bring to the workplace and we encourage individuals from underrepresented groups to apply for our positions. The Human Resources department offers accommodations and assistance for the application and interview process; please contact us at (509) 575-4084 to make arrangements.",3.5,Comprehensive Healthcare,"Yakima, WA",750,1971,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,74.5,54,95,49,0,1,1
"Senior Engineering Manager, Member Experience","About us:
Grand Rounds is a new kind of healthcare company. Founded in 2011, the company is on a mission to raise the standard of healthcare for everyone, everywhere. The Grand Rounds team goes above and beyond to connect and guide people to the highest quality healthcare available for themselves and their loved ones. Grand Rounds creates products and services that give people the best possible healthcare experience. Named a 2019 Best Place to Work by Glassdoor and Rock Health’s 2018 Fastest Growing Company, Grand Rounds works with inspiring employers and doctors to empower them to be the change agents we need to make our shared vision a reality.

We are looking for a product minded senior engineering leader with passion for frontend and mobile engineering to lead and mentor our Member Experience Engineering Team. The right person will be a seasoned organizational and people leader, with experience growing teams and delivering impactful work.

The ideal candidate will not only have broad engineering experience, but will be passionate about emerging technologies, engineering and technology best practices, recruiting and building top performing, happy and motivated teams.
Responsibilities:
Lead the Grand Rounds Member Experience Engineering team through its next phase of growth.
Hire, retain and grow amazing engineering technical talent for Grand Rounds.
Play a key role during the creative process, setting the technical vision and leading technical decisions (including all associated functional areas) to ensure the team writes great, simple, clean, and efficient code to create intuitive / beautiful products
Ability to be hands on as and when needed. Not afraid to dig into code, do code reviews as well as critique architecture and technical design
Understand the Grand Rounds set of products, partner with other engineering teams, data science, product and other relevant teams to create solutions for specific customer implementations.
Build and grow a customer centric, engineering organization that will match the scale and growth of Grand Rounds. Communicate regular updates to internal stakeholders.
Qualifications:
A visionary leader with the ability to inspire engineering professionals to succeed in a fast changing and highly competitive market, keeping the team focused on breakthrough strategies and tactics to best leverage the resources of a fast growing company all the while encouraging a “mission-first” mentality.
A mature understanding of how to create a scalable product while keeping our member experience in mind every step of the way.
Proven ability to lead and mentor a highly technical engineering team while also demonstrating the ability to discuss, understand and synthesize solutions for the business needs and data management requirements of other organizational units.
Ability to collaborate with business unit leadership as well as individual members of the team with strong empathy, and ability to creatively problem solve.
Possess the ability to bring clarity when faced with ambiguity, while motivating and leading team contributors through complex problem domains.
Willing to be flexible in search of generating the desired results while still leading with a bias for action. Excellent communication skills - both written and verbal.
Entrepreneurial thinker; ability to innovate, think outside the box.
As an experienced leader, the qualified candidate will have had significant engineering experience with technical depth and breadth.
Previous work experience should include projects which have built and delivered high-throughput high-capacity, secure data acquisition, processing and management systems.
Bachelor’s degree or equivalent experience in Computer Science, Information Science disciplines, or comparable STEM related degree, Master’s degree (MBA or Technical) preferred.
Minimum of 5 years experience as an organizational and people leader.

-
Grand Rounds is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, state, or local law. Grand Rounds considers all qualified applicants in accordance with the San Francisco Fair Chance Ordinance.",4.3,Grand Rounds,"San Francisco, CA",750,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,74.5,54,95,9,0,1,1
Data Scientist,"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
Provide analysis to identify critical issues/questions around member performance.
Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.
Generate hypotheses and analyze data to test and interpret results.
Design and develop data models to predict member outcomes or future impact of key member decisions.
Communicate findings from exploratory and predictive data analysis broadly to team and leaders.
Identify improvement opportunities in reporting and BI tools and collaborate with Products Technology to implement enhancements.
Serve as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced mathematics.
Collaborate with key leaders and clinicians to build analytical acumen across all analytic roles in the organization.
Qualifications:
Relevant degree preferred. Advanced degree a plus.
5 or more years of relevant work experience.
Proficient programming experience using SAS/Python/R.
Demonstrated ability to manage large disparate data sets and using quantitative and qualitative analysis.
Experience effectively communicating and presenting data to a variety of audiences required.
Experience working with health care administrative claims data (ICD-10, MS-DRG, CPT/HCPCS) or electronic medical record data tools (Epic Clarity/Caboodle, Cerner CCL-Discern/PowerInsight) required.
#LI-DM
#IDS
Equal Opportunity Employer: Females/Minorities/Veterans/Individuals with Disabilities
The Company is committed to equal employment opportunity to all employees and applicants without regard to race, religion, color, gender identity, ethnicity, age, national origin, sexual orientation, disability status, veteran status or any other category protected by applicable law.",4.1,"Vizient, Inc.","Chicago, IL",3000,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),74.5,54,95,43,1,1,1
"Director, Data Acquisition","Who We Are
Encortex is a data intelligence agency in Boston, that leverages cutting-edge quantitative analysis to help blue chip firms deploy capital more efficiently. We are a small, ambitious, and diverse group of quantitative analysts, data engineers, software engineers, & digital marketers. At the heart of what we do, is the belief that we change the way our clients collect, protect, and monetize data.

Who You Are
You are a curious individual who adapts to new environments and is comfortable with change. You believe in iterative progress, failing fast, and working through issues - alone and with others - until they are completely solved. You expect to contribute to your team's success, but also to the larger Encortex community. You’ve had demonstrable success in sourcing and closing data deals, from prospect through integration. You are able to accurately evaluate and communicate internally the value of each deal to various stakeholders and advocate internally for continued improvements in our consume data efforts. You are an adept communicator who can lead cross-functional projects and shepherd new integrations through to completion. You appreciate and reflect our core values of Precision, Curiosity, Honesty, Responsibility, Fun & Respect.

What You’ll Do
Data is at the core of what we do. By leading Data Acquisition & reporting to the CEO, you will assure that our team of analysts, engineers and operations professionals are maximizing revenue on existing businesses, and have the data they need to launch new business lines. Your experience and connections with brokering data will be key in driving our success. This is a role for a strong business development professional with both experience and connections in the consumer data space and strong project management skills. This position could lead to an opportunity to develop an internal data sales / brokering business as well.
Your responsibilities will include
Maintaining our current data provider relationships and maximizing their value by developing additional avenues for collaboration
Initiating new relationships where demand warrants it
Shepherding new integrations to completion by coordinating efforts and removing internal and external impediments
Identifying new opportunities for acquisition based on the changing landscape of consumer data
Providing continuous feedback internally on industry trends & opportunities
Representing our brand within the industry in general and specifically grabbing mind share of our partners and vendors

What You’ll Learn
At Encortex, you will benefit from interacting with a small team of super interesting people. You will learn how to solve problems in a community of problem solvers. You will appreciate the value of failing fast, transparent, and honest communication, and working with a team that feels the same.

Requirements
10+ experience in purchasing consumer data, including demographic and behavioral cohort data
Bonus Points if you've worked at Oracle, Neustar, Liveramp or Acxiom
Experience with transactions involving 2nd and 3rd party digital marketing data, such as display, email and social audiences
Excellent communication skills, and an ability to find the right person at the right place to initiate a deal
Bachelor’s degree
Strong negotiation and influencing skills
Quantitative skills, including the ability to determine a good deal based on both quantitative and qualitative factors

Encortex, LLC is an equal opportunity employer.",-1.0,Encortex LLC,"Boston, MA",0,-1,Company - Private,-1,-1,Less than $1 million (USD),74.5,54,95,0,0,1,1
Data Analytic Developer,"Love python and data? Tired of old tech? Love the idea of end to end development from analytics to processing and prototyping? Look no further and join our team of analytical minded developers using real-world state of the art technologies in Big Data and Data Science to develop new tradecraft and tools. At Fortego, you will embark on a journey of impactful technical work of harvesting open source data sets, development, data analysis and data enrichment with driven people that treat you like family.

If this is up your alley, and you’ve got the skills listed below with a TS/SCI with a Polygraph, we encourage you to apply. We will contact you within 3 business days of your application.
As an ideal candidate, you will have some of the following skills:
Data analysis with experience in python or R (strongly desired)
Experience with data mining techniques such as data aggregations, summary statistics, and associative rule mining
Experience with Open Source technologies such as Apache Tomcat and Web Server, Elasticsearch, etc.
Executing processes on utility cloud environments
Be able to maintain source code and utilize configuration management systems such as CodeFoundry or GitLab
Required qualifications:
TS/SCI with a Polygraph
Looking for junior, mid and senior-level engineers
The benefits:
Rewarding your hard work: Referrals, sign on, profit sharing, quarterly awards… need we go on?
Generous training budget: Designed by you.
PTO that has your back: For the families and the unbounded adventures, from furloughs to inclement weather, we are there.
Top notch health care and 401k package: If these drive you, this is your stop.
Something always going on: Team lunches, happy hours, fantasy leagues, game nights, homebrew competitions and monthly family events.
We support innovation: Got an idea? Want to learn something new? Whatever it is we will help see it through.
About Fortego
Fortego helps solve some of the most difficult cyber issues the world faces today. Our employees spend their working hours deep in the trenches handling the most critical and exciting challenges on the national security front. As for the other hours of the day, you will find Fortego employees kicking back and enjoying benefits that span from family activities to sporting events, supporting veterans in the community, and exploring new tech.

Fortego is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",5.0,Fortego,"Columbia, MD",125,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,74.5,54,95,10,1,1,1
Data Analyst,"A Data Analyst interacts with different lines of business to gather information from various sources, interpret patterns and trends, and turns it into information, to support the business. The ideal candidate should be highly skilled in all aspects of data analytics, including mining, generation, and visualization and be committed to transforming data into readable, goal-driven reports for the business. With a focus on improving and building business intelligence, this role will support Sales and Marketing.

Basic requirements
Bachelor’s degree in Business, Marketing, Economics, or related degree
Excellent oral and written communication skills
Excellent systems skills including Excel & PowerPoint with advance proficiencies,
Ability to learn other software – Power BI, Tagetik, Oracle and others
Proactively performs analyses of historical data to surface trends and insights using analytical methods and find opportunities for growth through analysis of complex data sets.
Create and automate standard reporting and analysis ensuring the commercial team and leaders have access to key data required to successfully manage the business.
Prepares, delivers and present reports and presentations that translate analytic insights into tangible, actionable solutions for business partners to implement.
Engages with internal partners to understand business strategy, questions, and goals, investigating and communicating areas for improvement in efficiency and productivity
Create and maintain rich interactive visualizations through data interpretation and analysis by integrating various reporting components from multiple data sources.
Responsibilities
Develop and maintain databases by acquiring data from primary and secondary sources and verifies its quality, accuracy and reasonableness.
Create and automate standard reporting and analysis ensuring the commercial team and leaders have access to key data required to successfully manage the business.
Proactively performs analyses of historical data to surface trends and insights using analytical methods and find opportunities for growth through analysis of complex data sets.
Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources.",4.3,Carmeuse,"Pittsburgh, PA",3000,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),74.5,54,95,160,0,1,1
Senior Big Data Engineer,"The Data Ingestion team of Decision Sciences and Transformation (DSaT) is seeking a highly motivated Sr. Big Data Developer for the Big Data Platform project. This will be a senior role and this associate will team up with architects, scrum masters, leads, managers, and directors, you will work in an Agile environment to ingest data from various sources and make the data on the Big Data Platform accessible for the needs of the organization through atomic models and analytical data Stores.
In this role, you will coordinate with a variety of IT departments to elicit and translate high-level business requirements into detailed system design. You will participate in the entire software development lifecycle which includes requirements, design, development, and executing test plans. In addition, you will work on finding solutions to issues during development and after deployment. You should be intellectually curious, have a solutions-oriented attitude, and enjoy learning new tools and techniques.
Qualifications:
2+ year experience in Azure using Azure Data Lake Store, Azure Event Hubs or Azure Synapse
2+ years of experience working with Java based applications, open source technologies and SQL.
1+ year of experience with RabbitMQ, Kafka or other messaging technologies
1+ year of experience in Kubernetes
1+ years of experience with ETL Development
1+ year of Production Support and operationalization of Applications
Experience with manipulating and transforming data
Exposure to NoSQL databases, Spark and the Hadoop Ecosystem (MapReduce, Oozie, Hive, Pig)
Experience with Change Data Capture (CDC) technologies and relational databases such as MS SQL, Oracle and DB2
Experience with mentoring software developers
Strong critical thinking, decision making, and problem-solving skills
Excellent verbal/written communication skills, including communicating technical issues to non-technical audiences
Bachelor’s degree in a computer related field or equivalent professional experience required
Note: The safety of our associates, both current and future, is GEICO’s highest priority. At this time, most of our associates are working remotely due to the current COVID-19 pandemic. Candidates who are selected for this position will be trained remotely and must be able to work from home in a designated work area. Once GEICO determines it is safe for associates to return to the office, candidates may be required to work in our Chevy Chase, MD office.
Benefits:
As a full-time Senior Big Data Engineer, you’ll enjoy our Total Rewards Program* to help secure your financial future and preserve your health and well-being, including:
Premier Medical, Dental and Vision Insurance with no waiting period**
Paid Vacation, Sick and Parental Leave
401(k) Plan with Profit Sharing
Tuition Reimbursement
Paid Training and Licensure
Benefits may be different by location. Benefit eligibility requirements vary and may include length of service.
**Coverage begins with the pay period after hire date. Must enroll in New Hire Benefits within 30 days of the date of hire for coverage to take effect.
GEICO is an equal opportunity employer. GEICO conducts drug screens and background checks on applicants who accept employment offers.
The equal employment opportunity policy of the GEICO Companies provides for a fair and equal employment opportunity for all associates and job applicants regardless of race, color, religious creed, national origin, ancestry, age, gender, pregnancy, sexual orientation, gender identity, marital status, familial status, disability or genetic information, in compliance with applicable federal, state and local law. GEICO hires and promotes individuals solely on the basis of their qualifications for the job to be filled.
GEICO reasonably accommodates qualified individuals with disabilities to enable them to receive equal employment opportunity and/or perform the essential functions of the job, unless the accommodation would impose an undue hardship to the Company. This applies to all applicants and associates. GEICO also provides a work environment in which each associate is able to be productive and work to the best of their ability. We do not condone or tolerate an atmosphere of intimidation or harassment. We expect and require the cooperation of all associates in maintaining an atmosphere free from discrimination and harassment with mutual respect by and for all associates and applicants.",3.5,GEICO,"Chevy Chase, MD",15000,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),74.5,54,95,84,0,1,1
Direct Mail Data Analyst - Fundraising Experience Required,"Barton Cotton is a results-driven fundraising company that has proudly served hundreds of the world's best-known causes for nearly a century. We help nonprofit clients achieve maximum support for their missions through effective direct response marketing. We design programs that meet the unique needs of nonprofits in today’s evolving fundraising environment by increasing net income, cultivating and growing donor files, and generating a universe of qualified donors for major and planned giving opportunities.
The Barton Cotton Fundraising Group is experiencing significant growth and has an exciting opportunity for a Direct Mail Data Analyst.
Primary responsibilities:
Document structure of company business data which serves as a guide in execution of tasks.
Evaluate business data to identify their different characteristics and locate their similarities to find ways they can be integrated for better results.
Design comprehensive data reports and other business tools to assist business managers and executives in making good business decisions.
Carryout statistical analysis of all business data from the company.
Carryout audit on data in a bid to tackle customer base business related issues.
Interact with company staff and customers to have good knowledge of the business as this helps in the data analysis.
Handle client related issues and work with both business managers and supervisors in facilitating deliverables.
Arrange and evaluate client payment records and assess payment issues in a timely manner, and resolve issues that might arise.
Coordinate tools for process management and ensure that cycle guidelines are adhered to.
Arrange anomalies of consumption and identify errors in data and take measures to resolve them.
Skills & Requirements:
Good analytical skills.
Good communication skills.
Good presentation skills.
Good knowledge of computing.
Ability to make decisions.
Ability to pay attention to detail.
Education & Experience:
Bachelor’s degree
3-5 years’ experience in fundraising or nonprofits
Job Type: Full-time
Pay: $0.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Work Location:
One location
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Company's website:
https://www.bartoncotton.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Yes, temporarily due to COVID-19",3.7,Barton Cotton,"Baltimore, MD",0,-1,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),74.5,54,95,0,0,1,1
Senior Developer,"Overview
Alliant is seeking a Senior Developer to join its applications technology team. This associate will be tasked with design, development, implementation and maintenance of software to support and enhance a variety of web-based and console applications. The role requires close collaboration with teams involved in Production Delivery, Data Science and Product Management within a fast-paced big data marketing services environment.
The successful candidate for this position will be detail-oriented and have a working knowledge of modern web technologies. A demonstrated aptitude for working in both classical development environments such as C++ and Java as well as graphical data management development environments is essential. Additional responsibilities include providing consultation on design of data processing systems, specifying required inputs and outputs, and methods of validation and quality control. This is a tremendous opportunity for an individual with a career interest in data-driven marketing who wants to be a key member of a highly-energized and innovative team.
Principal Responsibilities
Design and implement modern, dynamic and efficient web-based and console applications following best practices
Ensure that solutions will scale and be easy to maintain based upon defined requirements and specifications
Communicate effectively with both technical and business stakeholders using appropriately focused reporting to illustrate data discussion points
Demonstrate flexibility and adjust priorities to respond to pressing and changing needs of internal and external customers
Learn new technologies such as Hadoop databases and data management platforms
Ensure projects are completed on schedule
Work well under pressure while exhibiting a methodical approach to problem solving
Qualifications & Skills
5-7 years’ experience designing/developing enterprise software within a fast-paced environment
Must be a critical thinker and problem-solver capable of strict attention to detail
Ability to work, test and deploy in both Linux and Windows environments
Must have Linux shell and Windows batch programming experience
Microservices and Restful API design skills are a plus
Be familiar with SDLC Best Practices related to Change Control and Release Management
Working knowledge of data management practices and standards in a marketing environment, or related coursework
Superior organization, documentation, and communication (written and verbal) skills
Outstanding interpersonal communication and writing skills
Experience with any ETL platform, Hadoop, matching tools a plus
Experience with CI/CD pipelines, including Git, Jenkins, Jira, Artifactory, etc
Strong RDBMS / SQL skills (SQL Server preferred)
Deep understanding of NoSQL concepts and technologies
Motivated self-starter, able to work independently or as part of a team
About Alliant
Alliant is a leading data company trusted by thousands of marketers. We deliver highly predictive custom and on-demand audience solutions across TV, programmatic, social, direct mail and more. The Alliant DataHub — built on billions of consumer transactions, advanced data science and high-performance technology — is the foundation for profit-driven audience solutions. For more information, visit: alliantdata.com
The position is based in Alliant’s offices in northern Westchester County, New York. Alliant is an equal opportunity employer.
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Disability insurance
Health insurance
Life insurance
Paid time off
Parental leave
Vision insurance
Schedule:
Monday to Friday
Experience:
development: 5 years (Preferred)
Company's website:
www.alliantdata.com
COVID-19 Precaution(s):
Personal protective equipment provided or required
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",3.4,Alliant Cooperative Data Solutions,"Brewster, NY",25,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),74.5,54,95,17,0,1,1
Clinical Trials / Home Care Nurse - Novasyte,"Job Description:
Qualified Registered Nurse (RN) will be tasked with supporting the clinical trials and clinical research of a new pharmaceutical drug for patient infusion to mitigate the impact on COVID-19 positive patients. The patient infusions will take place in the patient home setting.
This Clinical Trials Nurse / Clinical Research Nurse role allows you to utilize your nursing experience supporting at-risk patients in the home setting providing better patient care and service. This is a per diem position and depending on your current schedule, this type of role can work in conjunction with your current position.
This role is going to be a regional traveling program that may require you to travel up to 4 hours away from the home, and travel overnight occasionally. The anticipated duration of this trial is 2 years.
Responsibilities:
This position will provide drug infusion to a patient in the home
The Clinical Trials Nurse must be able to travel to assigned patient cases at the home
The Clinical Trials Nurse must input reporting and event notes post assignment and refer any pertinent information to their supervisor program lead
The Clinical Trials Nurse must have experience working with patient infusion in the home care, acute care, or long-term care setting
Experience in building customer relationships
Established track record of success of timeliness and reporting ability
Possess cellular phone, reliable transportation and access to the internet
Benefits:
In addition to working with the company strives to provide employee growth and well-being, you have the opportunity to:
Be at the forefront of changing patient service support models
Develop strong leadership skills
Gain professional growth and exposure to pharmaceutical industry
Earn supplemental income
Preferred Qualifications:
Experience working in the home care, acute care or outpatient setting providing patient infusion
Compact Nursing Licensure preferred
Active BLS
Experience going into a patient home and providing home infusion or other patient services
Leadership experience (manager, educator, preceptor) preferred
Job Requirements:
Understanding that this job will have exposure to COVID-19 positive patients
Registered Nurse with an active RN license
Associates degree required, Bachelors’ degree preferred
2+ years’ experience working with patient infusion preferred
Experience going into the patient home setting is preferred
Ability to travel regionally by car
Intermediate computer skills required (must be comfortable with basic software programs)
Ability to work required schedules and travel to various locations across the country
Ability to stand for long periods of time, bend or kneeling may be required
RN1
At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com.

IQVIA is an EEO Employer - Minorities/Females/Protected Veterans/Disabled
IQVIA, Inc. provides reasonable accommodations for applicants with disabilities. Applicants who require reasonable accommodation to submit an application for employment or otherwise participate in the application process should contact IQVIA’s Talent Acquisition team at workday_recruiting@iqvia.com to arrange for such an accommodation.",3.8,IQVIA,"Indianapolis, IN",15000,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),74.5,54,95,3,0,1,1
"Associate Manager, Data Science","Associate Manager, Digital Data Science
Consumer Goods
Greater New York City
$130,000 - $160,000
Are you looking to get into the CPG industry? If you consider yourself an expert in modelling and predicting customer behavior, this could be the next step in your career. Now that they are 70% digital, this company is looking for an Associate Manager of Digital Data Science to join their team.
THE ROLE: ASSOCIATE MANAGER, DIGITAL DATA SCIENCE
As the Associate Manager, Digital Data Science, you will gain exposure every day into the CPG industry. You will use modelling to help the company understand its customer's behaviors and why they make decisions. You will run tests to understand the demographics of the company's customers and how that relates to the decisions they make. Your day to day responsibilities will include:
Use Machine Learning algorithms to understand behavioral cohorts of consumers, derived from media audiences based on lifestyle choices and demographics
Develop short term attribution models based on the path to purchase
Work closely with Consumer Insights and Media teams and be able to translate how to creatively leverage this data
Identify data gaps and advocate for additional data sources
YOUR SKILLS AND EXPERTISE
Proficient with application of analytic methods in digital and mobile channels
Expertise in Predictive Modelling, Machine Learning, Unstructured Data Analytics and optimization techniques, with the ability to assess different models and related outputs
Experience in data mining tools such as R or Python
Knowledgeable of the media planning, measurement, and optimization process (online and offline)
SALARY AND BENEFITS:
$130,000-160,000
Generous benefits package
HOW TO APPLY:
Please register your interest by sending your resume to Olivia Jones via the Apply link on this page
KEYWORDS: CPG, Digital, Data, Science, Optimization, Modelling, Predictive, Customer, Analytics, Optimization, Media, SQL, R, Python, Consumer Packaged Goods",4.0,Harnham,"New York, NY",125,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),105.0,80,130,14,1,1,1
"Assistant Manager, Digital Data Science","Assistant Manager, Digital Data Science
New York, NY
$140,000 - $160,000 - Dependent on experience
Are you passionate about healthcare? Join a leading life science company with a focus in the healthcare field looking to improve the world's quality of life.
THE COMPANY
As an Assistant Manager of Digital Data Science, you will be joining a highly established Analytics team. Their mission is to improve quality of life globally through the use of their products. They emphasize their company culture where employees are encouraged to have the power to make a change and impact.
ASSISTANT MANAGER, DIGITAL DATA SCIENCE - ROLE OVERVIEW
As the Assistant Manager of Digital Data Science, you will be responsible for all things digital to aid the efficiency of digital marketing and understanding customer journeys. Your success in this role will come from your experience in audience and data modeling, machine learning algorithms and CDP development. In doing so, you will help enhance the business units' needs by serving as a thought partner to inform usage of predictive methods and tools.
YOUR SKILLS AND EXPERIENCE
The successful Assistant Manager, Digital Data Science will have the following skills and experience:
Master's degree in relevant data science/mathematical field with extensive experience post grad
Experience in predictive modeling, machine learning, unstructured data analytics, simulation and/or optimization techniques.
Experience using data mining tools such as R or python required
Ability to gather, transform, and analyze data to create custom solutions
SALARY AND BENEFITS
The successful Assistant Manager, Digital Data Science can expect a salary of $140,000 - $160,000 dependent on experience, in addition to a comprehensive benefits package.
HOW TO APPLY
Please register your interest by sending your resume to Vallon Barnes via the Apply link on this page.
KEYWORDS
Tableau, SQL, R, Python, Statistics, Power BI, Google Data Studio, Modeling, Regression, Search, SEM, PPC, Location, Google analytics, Mobile, web analytics, Hitwise, Insight, Maxymiser, Sitecatalyst, Omniture, Conversion Optimisation, agency, client, digital analytics, web analyst, digital analyst, digital marketing analyst, eCommerce, senior web analyst, lead web analyst, reporting, analytics, Data Science.",4.0,Harnham,"New York, NY",125,2006,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),105.0,80,130,14,1,1,1
